"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","shrunkenLog2FoldChange"
"ROPN1L",18.2755040901933,-2.15477597495226,0.291778547155633,-7.38497054001339,1.52487147993877e-13,7.27173086995801e-12,-2.08674259138572
"ENKD1",3.4555637137882,-3.56916424023267,0.483534738098998,-7.38140191181451,1.56631390398278e-13,7.44819977117703e-12,-3.45265954600547
"ZNFX1",238.912129440333,1.63358476850665,0.221384885575521,7.37893539687642,1.59560225685764e-13,7.56603940215039e-12,1.59183714851314
"S100P",22.7599306382675,-2.3141594902832,0.313728241112916,-7.37631869567742,1.62726225901492e-13,7.69442937459842e-12,-2.23583088495021
"IFT140",16.8378536763912,-2.43477722723435,0.33027046600529,-7.3720707052121,1.67997869527414e-13,7.92138269069428e-12,-2.35234482747822
"KLF4",37.4857742582247,-2.03427327723979,0.276395608719018,-7.36000577819535,1.8390226823434e-13,8.64701253384212e-12,-1.96969193086837
"HMGN2",63.7935191436399,-1.64490099883237,0.223580802085451,-7.35707620461842,1.87982047491925e-13,8.81415265139514e-12,-1.59577146121974
"TLE5",77.5500509967078,-1.70648999362968,0.231990936923054,-7.35584767346183,1.89719267688532e-13,8.87082904573732e-12,-1.65657025057924
"SLC8A1",59.0147445473812,2.0388446084072,0.27721578446008,7.35472048382152,1.91327053767694e-13,8.92115534595697e-12,1.9729153664447
"PTPRF",47.5891780688442,-2.29235831861491,0.312321983874203,-7.3397277072184,2.1402883759343e-13,9.95204450926126e-12,-2.2166190092666
"FXYD3",32.5224427107669,-1.78961016319543,0.244007028663745,-7.33425661136019,2.22955545016223e-13,1.033848557636e-11,-1.73568103854875
"H2AJ",8.96718445899912,-2.96447664684619,0.405890996728173,-7.30362750280838,2.80111182175497e-13,1.29530201212063e-11,-2.85693482896298
"ST6GALNAC2",14.0735330324274,-2.42539938506485,0.332235949804107,-7.30023161700265,2.87272771256069e-13,1.3247694336001e-11,-2.34906882051495
"DDR1",25.0158051178025,-2.23328312063983,0.30608329040311,-7.29632485882716,2.95734371422886e-13,1.36005401608344e-11,-2.16119237706229
"UBL5",8.58365674644669,-2.38119083950492,0.327016269242436,-7.28156689274565,3.29964965112864e-13,1.51333112141654e-11,-2.29109472481236
"FCGR3A",86.5827602932049,2.06378047509306,0.284098253726657,7.26431946702041,3.74920979541826e-13,1.71482930860738e-11,1.99596662839697
"COX6A1",9.78582533846553,-2.30223178439109,0.31704800177014,-7.26146126623503,3.82930664827795e-13,1.7467049292933e-11,-2.21623771680076
"HMGN3",24.5340650110788,-1.77257911265683,0.244170785301774,-7.25958722074828,3.88273362149851e-13,1.76627551681501e-11,-1.71674458122079
"NME2",20.9494070671006,-2.03929305952357,0.281007349332156,-7.25708087126605,3.95533247481332e-13,1.79443813303288e-11,-1.96732317544472
"TEF",7.5346287870755,-2.53813326283769,0.349915969968746,-7.25355079696533,4.0598501984754e-13,1.83689071244227e-11,-2.43626369484853
"IGFBP5",32.9532186401683,-2.02998051941057,0.27992261608667,-7.25193465176122,4.1086012013661e-13,1.85395106898202e-11,-1.96405230899963
"UBXN1",8.2229783554692,-2.59606570073444,0.358046242676675,-7.25064360772738,4.14795815361962e-13,1.86669237444126e-11,-2.49635623702866
"C3AR1",16.1659772987775,2.76816958698247,0.381999506675025,7.24652660176708,4.27595228791886e-13,1.91914799746006e-11,2.66035990839665
"ANKRD35",6.92396067941938,-2.42062667925741,0.334728614542926,-7.2316096505905,4.77302482181619e-13,2.13653319090684e-11,-2.31876390205356
"TST",4.03134838712895,-3.66605703857719,0.507162736676204,-7.22856151184027,4.88136727882694e-13,2.17921891336141e-11,-3.57137090327176
"UBA52",46.8859147197248,-1.81940797799677,0.251875218350397,-7.2234497300393,5.06850410354689e-13,2.25676153533523e-11,-1.76343895538932
"H1-4",12.9652660539239,-2.68908308562389,0.372376089958213,-7.2214171589955,5.1448559907396e-13,2.28469716033214e-11,-2.59561870131693
"HMGA2",16.2330745320059,2.24553920732207,0.311194386307112,7.2158731202368,5.35890066181942e-13,2.37346982874145e-11,2.39147313938754
"CIRBP",26.9316447898849,-1.89319317627058,0.262589502987083,-7.209706232483,5.60727140082527e-13,2.47693836142771e-11,-1.84077106291589
"RPL22",63.2635904310798,-1.60213160920048,0.222443205197641,-7.20242997657307,5.91488205312689e-13,2.60596352083433e-11,-1.55627769036358
"PKNOX2",15.0597921320083,2.57478132426141,0.358110805682989,7.18990123559881,6.48382067139732e-13,2.84914695785538e-11,2.49589948525951
"ELOB",13.8168601200117,-2.4029996397174,0.335043721032825,-7.17219720551627,7.380352237e-13,3.23463688381937e-11,-2.3204858783814
"HAVCR2",16.0335294878472,2.51277495744932,0.350416569125001,7.17082232647785,7.45486038001258e-13,3.25878349840863e-11,2.41121041128663
"APOL2",45.5950637349433,1.89762613662349,0.264989631575412,7.1611335331943,8.00126612919357e-13,3.4885520323284e-11,1.83915000498915
"CCDC74B",8.10372750019583,-2.57302557030225,0.359492939140394,-7.15737442981431,8.22368582657414e-13,3.5762380902817e-11,-2.48572761161972
"ECRG4",2.39973751495691,-3.94622243082079,0.552158418034405,-7.14690259521661,8.87578103962543e-13,3.84984135739412e-11,-3.81915380144889
"COMT",10.2325495910287,-2.44209797480399,0.341903087439385,-7.1426613696109,9.15409500942309e-13,3.95080379555823e-11,-2.3589486403467
"DSTN",100.079159334008,-1.40448651043646,0.196634131709669,-7.14263845358337,9.15562180669696e-13,3.95080379555823e-11,-1.36354258320232
"TADA3",21.8287580114049,-1.97922590210864,0.27718424985042,-7.14047029431399,9.30121316137106e-13,4.00333754171217e-11,-1.91336344603071
"EPCAM",17.4206768338858,-2.06705490555152,0.289556362756251,-7.13869619674554,9.42203159033576e-13,4.04496732162087e-11,-2.00031139734092
"PRR29",11.282709314609,-2.46835422867432,0.345853878343653,-7.13698582908958,9.53996759365201e-13,4.08515040885313e-11,-2.38682684184406
"MTND1P23",181.874197051218,1.69037034930801,0.237129706858366,7.12846303275549,1.01495849013746e-12,4.33513822276016e-11,1.65385721653028
"ACTR1B",6.64339608765507,-3.08866114880816,0.433437947335846,-7.12595924697598,1.03358297960423e-12,4.4034832222428e-11,-2.98623903536475
"SF3A2",5.6232127154978,-2.62782627527011,0.368879162753627,-7.12381327167897,1.04981249205302e-12,4.46130442825366e-11,-2.53568674917113
"OLR1",13.8336224092361,2.95070437942629,0.415413971102857,7.10304559953206,1.22037116025754e-12,5.16754670724811e-11,2.87809430635892
"TSPAN1",245.414367876513,-1.57098035812958,0.221176263825934,-7.10284336553375,1.22215896745949e-12,5.16754670724811e-11,-1.52317636210434
"BUD31",19.544615244295,-1.77441556712887,0.24985671037548,-7.10173268695608,1.23202359970966e-12,5.1961678755594e-11,-1.7199967290615
"NDUFB7",2.81731175260993,-3.58723817223937,0.505221814452267,-7.10032320383563,1.24465464846529e-12,5.23628394213994e-11,-3.46497566738817
"SPTBN1",104.213946440105,-1.41119700842165,0.19876466717913,-7.09983835884605,1.24902887909478e-12,5.24154969112124e-11,-1.37258012008973
